query,alpha,iter,plan_time,run_time,frontier_size,njoins
4.0,0.0,4.0,4.0,0.0,3.0,1.0
4.0,0.0,5.0,5.0,0.0,3.0,1.0
4.0,0.0,6.0,2.0,0.0,3.0,1.0
4.0,0.0,7.0,4.0,0.0,3.0,1.0
4.0,0.0,8.0,4.0,0.0,3.0,1.0
4.0,0.0,9.0,3.0,0.0,3.0,1.0
4.0,0.0,10.0,4.0,0.0,3.0,1.0
4.0,0.0,11.0,4.0,0.0,3.0,1.0
4.0,0.0,12.0,3.0,0.0,3.0,1.0
4.0,0.0,13.0,5.0,0.0,3.0,1.0
4.0,0.0,14.0,5.0,0.0,3.0,1.0
4.0,0.0,15.0,4.0,0.0,3.0,1.0
4.0,0.0,16.0,4.0,0.0,3.0,1.0
4.0,0.0,17.0,4.0,0.0,3.0,1.0
4.0,0.0,18.0,6.0,0.0,3.0,1.0
4.0,0.0,19.0,4.0,0.0,3.0,1.0
0.0,0.0,0.0,254.0,0.0,5.0,2.0
0.0,0.0,1.0,51.0,0.0,5.0,2.0
0.0,0.0,2.0,45.0,0.0,5.0,2.0
0.0,0.0,3.0,47.0,0.0,5.0,2.0
0.0,0.0,4.0,39.0,0.0,5.0,2.0
0.0,0.0,5.0,37.0,0.0,5.0,2.0
0.0,0.0,6.0,20.0,0.0,5.0,2.0
0.0,0.0,7.0,20.0,0.0,5.0,2.0
0.0,0.0,8.0,19.0,0.0,5.0,2.0
0.0,0.0,9.0,20.0,0.0,5.0,2.0
0.0,0.0,10.0,17.0,0.0,5.0,2.0
0.0,0.0,11.0,27.0,0.0,5.0,2.0
0.0,0.0,12.0,20.0,0.0,5.0,2.0
0.0,0.0,13.0,11.0,0.0,5.0,2.0
0.0,0.0,14.0,20.0,0.0,5.0,2.0
0.0,0.0,15.0,20.0,0.0,5.0,2.0
0.0,0.0,16.0,17.0,0.0,5.0,2.0
0.0,0.0,17.0,16.0,0.0,5.0,2.0
0.0,0.0,18.0,16.0,0.0,5.0,2.0
0.0,0.0,19.0,21.0,0.0,5.0,2.0
1.0,0.0,0.0,23.0,0.0,5.0,2.0
1.0,0.0,1.0,19.0,0.0,5.0,2.0
1.0,0.0,2.0,18.0,0.0,5.0,2.0
1.0,0.0,3.0,24.0,0.0,5.0,2.0
1.0,0.0,4.0,20.0,0.0,5.0,2.0
1.0,0.0,5.0,17.0,0.0,5.0,2.0
1.0,0.0,6.0,18.0,0.0,5.0,2.0
1.0,0.0,7.0,13.0,0.0,5.0,2.0
1.0,0.0,8.0,15.0,0.0,5.0,2.0
1.0,0.0,9.0,20.0,0.0,5.0,2.0
1.0,0.0,10.0,14.0,0.0,5.0,2.0
1.0,0.0,11.0,29.0,0.0,5.0,2.0
1.0,0.0,12.0,13.0,0.0,5.0,2.0
1.0,0.0,13.0,14.0,0.0,5.0,2.0
1.0,0.0,14.0,14.0,0.0,5.0,2.0
1.0,0.0,15.0,10.0,0.0,5.0,2.0
1.0,0.0,16.0,15.0,0.0,5.0,2.0
1.0,0.0,17.0,19.0,0.0,5.0,2.0
1.0,0.0,18.0,12.0,0.0,5.0,2.0
1.0,0.0,19.0,15.0,0.0,5.0,2.0
2.0,0.0,0.0,14.0,0.0,5.0,2.0
2.0,0.0,1.0,10.0,0.0,5.0,2.0
2.0,0.0,2.0,20.0,0.0,5.0,2.0
2.0,0.0,3.0,27.0,0.0,5.0,2.0
2.0,0.0,4.0,14.0,0.0,5.0,2.0
2.0,0.0,5.0,19.0,0.0,5.0,2.0
2.0,0.0,6.0,12.0,0.0,5.0,2.0
2.0,0.0,7.0,16.0,0.0,5.0,2.0
2.0,0.0,8.0,14.0,0.0,5.0,2.0
2.0,0.0,9.0,14.0,0.0,5.0,2.0
2.0,0.0,10.0,13.0,0.0,5.0,2.0
2.0,0.0,11.0,17.0,0.0,5.0,2.0
2.0,0.0,12.0,13.0,0.0,5.0,2.0
2.0,0.0,13.0,14.0,0.0,5.0,2.0
2.0,0.0,14.0,13.0,0.0,5.0,2.0
2.0,0.0,15.0,10.0,0.0,5.0,2.0
2.0,0.0,16.0,13.0,0.0,5.0,2.0
2.0,0.0,17.0,13.0,0.0,5.0,2.0
2.0,0.0,18.0,14.0,0.0,5.0,2.0
2.0,0.0,19.0,15.0,0.0,5.0,2.0
3.0,0.0,0.0,13.0,0.0,5.0,2.0
3.0,0.0,1.0,19.0,0.0,5.0,2.0
3.0,0.0,2.0,12.0,0.0,5.0,2.0
3.0,0.0,3.0,15.0,0.0,5.0,2.0
3.0,0.0,4.0,12.0,0.0,5.0,2.0
3.0,0.0,5.0,13.0,0.0,5.0,2.0
3.0,0.0,6.0,12.0,0.0,5.0,2.0
3.0,0.0,7.0,14.0,0.0,5.0,2.0
3.0,0.0,8.0,12.0,0.0,5.0,2.0
3.0,0.0,9.0,13.0,0.0,5.0,2.0
3.0,0.0,10.0,13.0,0.0,5.0,2.0
3.0,0.0,11.0,14.0,0.0,5.0,2.0
3.0,0.0,12.0,13.0,0.0,5.0,2.0
3.0,0.0,13.0,15.0,0.0,5.0,2.0
3.0,0.0,14.0,15.0,0.0,5.0,2.0
3.0,0.0,15.0,15.0,0.0,5.0,2.0
3.0,0.0,16.0,12.0,0.0,5.0,2.0
3.0,0.0,17.0,12.0,0.0,5.0,2.0
3.0,0.0,18.0,13.0,0.0,5.0,2.0
3.0,0.0,19.0,13.0,0.0,5.0,2.0
4.0,0.0,0.0,14.0,0.0,5.0,2.0
4.0,0.0,1.0,13.0,0.0,5.0,2.0
4.0,0.0,2.0,14.0,0.0,5.0,2.0
4.0,0.0,3.0,15.0,0.0,5.0,2.0
4.0,0.0,4.0,13.0,0.0,5.0,2.0
4.0,0.0,5.0,12.0,0.0,5.0,2.0
4.0,0.0,6.0,14.0,0.0,5.0,2.0
4.0,0.0,7.0,12.0,0.0,5.0,2.0
4.0,0.0,8.0,9.0,0.0,5.0,2.0
4.0,0.0,9.0,11.0,0.0,5.0,2.0
4.0,0.0,10.0,13.0,0.0,5.0,2.0
4.0,0.0,11.0,13.0,0.0,5.0,2.0
4.0,0.0,12.0,10.0,0.0,5.0,2.0
4.0,0.0,13.0,12.0,0.0,5.0,2.0
4.0,0.0,14.0,14.0,0.0,5.0,2.0
4.0,0.0,15.0,12.0,0.0,5.0,2.0
4.0,0.0,16.0,10.0,0.0,5.0,2.0
4.0,0.0,17.0,13.0,0.0,5.0,2.0
4.0,0.0,18.0,13.0,0.0,5.0,2.0
4.0,0.0,19.0,9.0,0.0,5.0,2.0
0.0,0.0,0.0,491.0,0.0,7.0,3.0
0.0,0.0,1.0,111.0,0.0,7.0,3.0
0.0,0.0,2.0,105.0,0.0,7.0,3.0
0.0,0.0,3.0,131.0,0.0,7.0,3.0
0.0,0.0,4.0,59.0,0.0,7.0,3.0
0.0,0.0,5.0,66.0,0.0,7.0,3.0
0.0,0.0,6.0,69.0,0.0,7.0,3.0
0.0,0.0,7.0,64.0,0.0,7.0,3.0
0.0,0.0,8.0,115.0,0.0,7.0,3.0
0.0,0.0,9.0,80.0,0.0,7.0,3.0
0.0,0.0,10.0,60.0,0.0,7.0,3.0
0.0,0.0,11.0,65.0,0.0,7.0,3.0
0.0,0.0,12.0,155.0,0.0,7.0,3.0
0.0,0.0,13.0,106.0,0.0,7.0,3.0
0.0,0.0,14.0,55.0,0.0,7.0,3.0
0.0,0.0,15.0,63.0,0.0,7.0,3.0
0.0,0.0,16.0,65.0,0.0,7.0,3.0
0.0,0.0,17.0,82.0,0.0,7.0,3.0
0.0,0.0,18.0,54.0,0.0,7.0,3.0
0.0,0.0,19.0,74.0,0.0,7.0,3.0
1.0,0.0,0.0,110.0,0.0,7.0,3.0
1.0,0.0,1.0,75.0,0.0,7.0,3.0
1.0,0.0,2.0,75.0,1.0,7.0,3.0
1.0,0.0,3.0,69.0,0.0,7.0,3.0
1.0,0.0,4.0,76.0,0.0,7.0,3.0
1.0,0.0,5.0,68.0,0.0,7.0,3.0
1.0,0.0,6.0,65.0,0.0,7.0,3.0
1.0,0.0,7.0,85.0,0.0,7.0,3.0
1.0,0.0,8.0,57.0,0.0,7.0,3.0
1.0,0.0,9.0,52.0,0.0,7.0,3.0
1.0,0.0,10.0,62.0,0.0,7.0,3.0
1.0,0.0,11.0,45.0,0.0,7.0,3.0
1.0,0.0,12.0,43.0,0.0,7.0,3.0
1.0,0.0,13.0,81.0,0.0,7.0,3.0
1.0,0.0,14.0,60.0,0.0,7.0,3.0
1.0,0.0,15.0,41.0,0.0,7.0,3.0
1.0,0.0,16.0,45.0,0.0,7.0,3.0
1.0,0.0,17.0,50.0,0.0,7.0,3.0
1.0,0.0,18.0,46.0,0.0,7.0,3.0
1.0,0.0,19.0,43.0,0.0,7.0,3.0
2.0,0.0,0.0,42.0,0.0,8.0,3.0
2.0,0.0,1.0,46.0,0.0,8.0,3.0
2.0,0.0,2.0,55.0,0.0,8.0,3.0
2.0,0.0,3.0,41.0,0.0,8.0,3.0
2.0,0.0,4.0,43.0,0.0,8.0,3.0
2.0,0.0,5.0,38.0,0.0,8.0,3.0
2.0,0.0,6.0,48.0,0.0,8.0,3.0
2.0,0.0,7.0,57.0,0.0,8.0,3.0
2.0,0.0,8.0,54.0,0.0,8.0,3.0
2.0,0.0,9.0,45.0,0.0,8.0,3.0
2.0,0.0,10.0,43.0,0.0,8.0,3.0
2.0,0.0,11.0,75.0,0.0,8.0,3.0
2.0,0.0,12.0,45.0,0.0,8.0,3.0
2.0,0.0,13.0,158.0,0.0,8.0,3.0
2.0,0.0,14.0,84.0,0.0,8.0,3.0
2.0,0.0,15.0,53.0,0.0,8.0,3.0
2.0,0.0,16.0,46.0,0.0,8.0,3.0
2.0,0.0,17.0,58.0,0.0,8.0,3.0
2.0,0.0,18.0,43.0,0.0,8.0,3.0
2.0,0.0,19.0,49.0,0.0,8.0,3.0
3.0,0.0,0.0,54.0,0.0,6.0,3.0
3.0,0.0,1.0,76.0,0.0,6.0,3.0
3.0,0.0,2.0,114.0,0.0,6.0,3.0
3.0,0.0,3.0,90.0,0.0,6.0,3.0
3.0,0.0,4.0,71.0,0.0,6.0,3.0
3.0,0.0,5.0,62.0,0.0,6.0,3.0
3.0,0.0,6.0,46.0,0.0,6.0,3.0
3.0,0.0,7.0,55.0,0.0,6.0,3.0
3.0,0.0,8.0,62.0,0.0,6.0,3.0
3.0,0.0,9.0,45.0,0.0,6.0,3.0
3.0,0.0,10.0,39.0,0.0,6.0,3.0
3.0,0.0,11.0,35.0,0.0,6.0,3.0
3.0,0.0,12.0,33.0,0.0,6.0,3.0
3.0,0.0,13.0,32.0,0.0,6.0,3.0
3.0,0.0,14.0,32.0,0.0,6.0,3.0
3.0,0.0,15.0,47.0,0.0,6.0,3.0
3.0,0.0,16.0,44.0,0.0,6.0,3.0
3.0,0.0,17.0,69.0,0.0,6.0,3.0
3.0,0.0,18.0,69.0,0.0,6.0,3.0
3.0,0.0,19.0,63.0,0.0,6.0,3.0
4.0,0.0,0.0,48.0,0.0,7.0,3.0
4.0,0.0,1.0,41.0,0.0,7.0,3.0
4.0,0.0,2.0,34.0,0.0,7.0,3.0
4.0,0.0,3.0,35.0,0.0,7.0,3.0
4.0,0.0,4.0,32.0,0.0,7.0,3.0
4.0,0.0,5.0,35.0,0.0,7.0,3.0
4.0,0.0,6.0,36.0,0.0,7.0,3.0
4.0,0.0,7.0,41.0,0.0,7.0,3.0
4.0,0.0,8.0,34.0,0.0,7.0,3.0
4.0,0.0,9.0,31.0,0.0,7.0,3.0
4.0,0.0,10.0,39.0,0.0,7.0,3.0
4.0,0.0,11.0,44.0,0.0,7.0,3.0
4.0,0.0,12.0,147.0,0.0,7.0,3.0
4.0,0.0,13.0,46.0,0.0,7.0,3.0
4.0,0.0,14.0,55.0,0.0,7.0,3.0
4.0,0.0,15.0,59.0,0.0,7.0,3.0
4.0,0.0,16.0,54.0,0.0,7.0,3.0
4.0,0.0,17.0,36.0,0.0,7.0,3.0
4.0,0.0,18.0,39.0,0.0,7.0,3.0
4.0,0.0,19.0,37.0,0.0,7.0,3.0
0.0,0.0,0.0,610.0,0.0,8.0,4.0
0.0,0.0,1.0,308.0,0.0,8.0,4.0
0.0,0.0,2.0,251.0,0.0,8.0,4.0
0.0,0.0,3.0,217.0,0.0,8.0,4.0
0.0,0.0,4.0,302.0,0.0,8.0,4.0
0.0,0.0,5.0,279.0,0.0,8.0,4.0
0.0,0.0,6.0,256.0,0.0,8.0,4.0
0.0,0.0,7.0,234.0,0.0,8.0,4.0
0.0,0.0,8.0,205.0,0.0,8.0,4.0
0.0,0.0,9.0,157.0,0.0,8.0,4.0
0.0,0.0,10.0,197.0,0.0,8.0,4.0
0.0,0.0,11.0,173.0,0.0,8.0,4.0
0.0,0.0,12.0,154.0,0.0,8.0,4.0
0.0,0.0,13.0,150.0,0.0,8.0,4.0
0.0,0.0,14.0,171.0,0.0,8.0,4.0
0.0,0.0,15.0,193.0,0.0,8.0,4.0
0.0,0.0,16.0,181.0,0.0,8.0,4.0
0.0,0.0,17.0,133.0,0.0,8.0,4.0
0.0,0.0,18.0,205.0,0.0,8.0,4.0
0.0,0.0,19.0,162.0,0.0,8.0,4.0
1.0,0.0,0.0,161.0,0.0,10.0,4.0
1.0,0.0,1.0,189.0,0.0,10.0,4.0
1.0,0.0,2.0,170.0,0.0,10.0,4.0
1.0,0.0,3.0,189.0,0.0,10.0,4.0
1.0,0.0,4.0,149.0,0.0,10.0,4.0
1.0,0.0,5.0,142.0,0.0,10.0,4.0
1.0,0.0,6.0,148.0,0.0,10.0,4.0
1.0,0.0,7.0,148.0,0.0,10.0,4.0
1.0,0.0,8.0,208.0,0.0,10.0,4.0
1.0,0.0,9.0,146.0,0.0,10.0,4.0
1.0,0.0,10.0,151.0,0.0,10.0,4.0
1.0,0.0,11.0,140.0,0.0,10.0,4.0
1.0,0.0,12.0,141.0,0.0,10.0,4.0
1.0,0.0,13.0,146.0,0.0,10.0,4.0
1.0,0.0,14.0,145.0,0.0,10.0,4.0
1.0,0.0,15.0,219.0,0.0,10.0,4.0
1.0,0.0,16.0,138.0,0.0,10.0,4.0
1.0,0.0,17.0,131.0,0.0,10.0,4.0
1.0,0.0,18.0,138.0,0.0,10.0,4.0
1.0,0.0,19.0,134.0,0.0,10.0,4.0
2.0,0.0,0.0,134.0,0.0,9.0,4.0
2.0,0.0,1.0,125.0,0.0,9.0,4.0
2.0,0.0,2.0,127.0,0.0,9.0,4.0
2.0,0.0,3.0,135.0,0.0,9.0,4.0
2.0,0.0,4.0,127.0,0.0,9.0,4.0
2.0,0.0,5.0,129.0,0.0,9.0,4.0
2.0,0.0,6.0,130.0,0.0,9.0,4.0
2.0,0.0,7.0,157.0,0.0,9.0,4.0
2.0,0.0,8.0,132.0,0.0,9.0,4.0
2.0,0.0,9.0,171.0,0.0,9.0,4.0
2.0,0.0,10.0,142.0,0.0,9.0,4.0
2.0,0.0,11.0,129.0,0.0,9.0,4.0
2.0,0.0,12.0,135.0,0.0,9.0,4.0
2.0,0.0,13.0,152.0,0.0,9.0,4.0
2.0,0.0,14.0,124.0,0.0,9.0,4.0
2.0,0.0,15.0,120.0,0.0,9.0,4.0
2.0,0.0,16.0,146.0,0.0,9.0,4.0
2.0,0.0,17.0,177.0,1.0,9.0,4.0
2.0,0.0,18.0,156.0,0.0,9.0,4.0
2.0,0.0,19.0,144.0,0.0,9.0,4.0
3.0,0.0,0.0,118.0,0.0,8.0,4.0
3.0,0.0,1.0,133.0,0.0,8.0,4.0
3.0,0.0,2.0,132.0,0.0,8.0,4.0
3.0,0.0,3.0,182.0,0.0,8.0,4.0
3.0,0.0,4.0,167.0,0.0,8.0,4.0
3.0,0.0,5.0,292.0,0.0,8.0,4.0
3.0,0.0,6.0,234.0,0.0,8.0,4.0
3.0,0.0,7.0,233.0,0.0,8.0,4.0
3.0,0.0,8.0,139.0,0.0,8.0,4.0
3.0,0.0,9.0,161.0,0.0,8.0,4.0
3.0,0.0,10.0,135.0,0.0,8.0,4.0
3.0,0.0,11.0,144.0,0.0,8.0,4.0
3.0,0.0,12.0,130.0,0.0,8.0,4.0
3.0,0.0,13.0,141.0,0.0,8.0,4.0
3.0,0.0,14.0,132.0,0.0,8.0,4.0
3.0,0.0,15.0,152.0,0.0,8.0,4.0
3.0,0.0,16.0,130.0,0.0,8.0,4.0
3.0,0.0,17.0,127.0,0.0,8.0,4.0
3.0,0.0,18.0,133.0,0.0,8.0,4.0
3.0,0.0,19.0,122.0,0.0,8.0,4.0
4.0,0.0,0.0,133.0,0.0,11.0,4.0
4.0,0.0,1.0,196.0,0.0,11.0,4.0
4.0,0.0,2.0,167.0,0.0,11.0,4.0
4.0,0.0,3.0,150.0,0.0,11.0,4.0
4.0,0.0,4.0,148.0,0.0,11.0,4.0
4.0,0.0,5.0,140.0,0.0,11.0,4.0
4.0,0.0,6.0,145.0,0.0,11.0,4.0
4.0,0.0,7.0,152.0,0.0,11.0,4.0
4.0,0.0,8.0,148.0,0.0,11.0,4.0
4.0,0.0,9.0,135.0,0.0,11.0,4.0
4.0,0.0,10.0,142.0,0.0,11.0,4.0
4.0,0.0,11.0,141.0,0.0,11.0,4.0
4.0,0.0,12.0,133.0,0.0,11.0,4.0
4.0,0.0,13.0,124.0,0.0,11.0,4.0
4.0,0.0,14.0,137.0,0.0,11.0,4.0
4.0,0.0,15.0,130.0,0.0,11.0,4.0
4.0,0.0,16.0,139.0,0.0,11.0,4.0
4.0,0.0,17.0,139.0,0.0,11.0,4.0
4.0,0.0,18.0,170.0,0.0,11.0,4.0
4.0,0.0,19.0,255.0,0.0,11.0,4.0
0.0,0.0,0.0,1452.0,0.0,10.0,5.0
0.0,0.0,1.0,1084.0,0.0,10.0,5.0
0.0,0.0,2.0,814.0,0.0,10.0,5.0
0.0,0.0,3.0,789.0,0.0,10.0,5.0
0.0,0.0,4.0,715.0,0.0,10.0,5.0
0.0,0.0,5.0,776.0,0.0,10.0,5.0
0.0,0.0,6.0,822.0,0.0,10.0,5.0
0.0,0.0,7.0,681.0,0.0,10.0,5.0
0.0,0.0,8.0,666.0,0.0,10.0,5.0
0.0,0.0,9.0,717.0,0.0,10.0,5.0
0.0,0.0,10.0,663.0,0.0,10.0,5.0
0.0,0.0,11.0,642.0,0.0,10.0,5.0
0.0,0.0,12.0,642.0,0.0,10.0,5.0
0.0,0.0,13.0,652.0,0.0,10.0,5.0
0.0,0.0,14.0,633.0,0.0,10.0,5.0
0.0,0.0,15.0,661.0,0.0,10.0,5.0
0.0,0.0,16.0,713.0,0.0,10.0,5.0
0.0,0.0,17.0,796.0,0.0,10.0,5.0
0.0,0.0,18.0,647.0,0.0,10.0,5.0
0.0,0.0,19.0,832.0,0.0,10.0,5.0
1.0,0.0,0.0,681.0,0.0,10.0,5.0
1.0,0.0,1.0,730.0,0.0,10.0,5.0
1.0,0.0,2.0,768.0,0.0,10.0,5.0
1.0,0.0,3.0,721.0,0.0,10.0,5.0
1.0,0.0,4.0,718.0,0.0,10.0,5.0
1.0,0.0,5.0,764.0,0.0,10.0,5.0
1.0,0.0,6.0,727.0,0.0,10.0,5.0
1.0,0.0,7.0,708.0,0.0,10.0,5.0
1.0,0.0,8.0,684.0,0.0,10.0,5.0
1.0,0.0,9.0,674.0,0.0,10.0,5.0
1.0,0.0,10.0,673.0,0.0,10.0,5.0
1.0,0.0,11.0,726.0,0.0,10.0,5.0
1.0,0.0,12.0,681.0,0.0,10.0,5.0
1.0,0.0,13.0,733.0,0.0,10.0,5.0
1.0,0.0,14.0,669.0,0.0,10.0,5.0
1.0,0.0,15.0,720.0,0.0,10.0,5.0
1.0,0.0,16.0,720.0,0.0,10.0,5.0
1.0,0.0,17.0,624.0,0.0,10.0,5.0
1.0,0.0,18.0,653.0,0.0,10.0,5.0
1.0,0.0,19.0,693.0,0.0,10.0,5.0
2.0,0.0,0.0,822.0,0.0,9.0,5.0
2.0,0.0,1.0,645.0,0.0,9.0,5.0
2.0,0.0,2.0,759.0,0.0,9.0,5.0
2.0,0.0,3.0,613.0,0.0,9.0,5.0
2.0,0.0,4.0,605.0,0.0,9.0,5.0
2.0,0.0,5.0,618.0,0.0,9.0,5.0
2.0,0.0,6.0,609.0,0.0,9.0,5.0
2.0,0.0,7.0,835.0,0.0,9.0,5.0
2.0,0.0,8.0,703.0,0.0,9.0,5.0
2.0,0.0,9.0,661.0,0.0,9.0,5.0
2.0,0.0,10.0,637.0,0.0,9.0,5.0
2.0,0.0,11.0,630.0,0.0,9.0,5.0
2.0,0.0,12.0,661.0,0.0,9.0,5.0
2.0,0.0,13.0,681.0,0.0,9.0,5.0
2.0,0.0,14.0,674.0,0.0,9.0,5.0
2.0,0.0,15.0,645.0,0.0,9.0,5.0
2.0,0.0,16.0,627.0,0.0,9.0,5.0
2.0,0.0,17.0,614.0,0.0,9.0,5.0
2.0,0.0,18.0,653.0,0.0,9.0,5.0
2.0,0.0,19.0,644.0,0.0,9.0,5.0
3.0,0.0,0.0,782.0,0.0,12.0,5.0
3.0,0.0,1.0,651.0,0.0,12.0,5.0
3.0,0.0,2.0,680.0,0.0,12.0,5.0
3.0,0.0,3.0,701.0,0.0,12.0,5.0
3.0,0.0,4.0,710.0,0.0,12.0,5.0
3.0,0.0,5.0,782.0,0.0,12.0,5.0
3.0,0.0,6.0,726.0,0.0,12.0,5.0
3.0,0.0,7.0,750.0,0.0,12.0,5.0
3.0,0.0,8.0,681.0,0.0,12.0,5.0
3.0,0.0,9.0,708.0,0.0,12.0,5.0
3.0,0.0,10.0,693.0,0.0,12.0,5.0
3.0,0.0,11.0,837.0,0.0,12.0,5.0
3.0,0.0,12.0,830.0,0.0,12.0,5.0
3.0,0.0,13.0,666.0,0.0,12.0,5.0
3.0,0.0,14.0,706.0,0.0,12.0,5.0
3.0,0.0,15.0,704.0,0.0,12.0,5.0
3.0,0.0,16.0,718.0,0.0,12.0,5.0
3.0,0.0,17.0,697.0,0.0,12.0,5.0
3.0,0.0,18.0,651.0,0.0,12.0,5.0
3.0,0.0,19.0,638.0,0.0,12.0,5.0
4.0,0.0,0.0,680.0,0.0,13.0,5.0
4.0,0.0,1.0,791.0,0.0,13.0,5.0
4.0,0.0,2.0,710.0,0.0,13.0,5.0
4.0,0.0,3.0,798.0,0.0,13.0,5.0
4.0,0.0,4.0,745.0,0.0,13.0,5.0
4.0,0.0,5.0,712.0,0.0,13.0,5.0
4.0,0.0,6.0,863.0,0.0,13.0,5.0
4.0,0.0,7.0,728.0,0.0,13.0,5.0
4.0,0.0,8.0,677.0,0.0,13.0,5.0
4.0,0.0,9.0,736.0,0.0,13.0,5.0
4.0,0.0,10.0,697.0,0.0,13.0,5.0
4.0,0.0,11.0,673.0,0.0,13.0,5.0
4.0,0.0,12.0,661.0,0.0,13.0,5.0
4.0,0.0,13.0,992.0,0.0,13.0,5.0
4.0,0.0,14.0,804.0,0.0,13.0,5.0
4.0,0.0,15.0,750.0,0.0,13.0,5.0
4.0,0.0,16.0,995.0,0.0,13.0,5.0
