query,alpha,iter,plan_time,run_time,frontier_size,njoins
1.0,0.0,18.0,4.0,0.0,4.0,1.0
1.0,0.0,19.0,6.0,0.0,4.0,1.0
2.0,0.0,0.0,4.0,0.0,3.0,1.0
2.0,0.0,1.0,4.0,0.0,3.0,1.0
2.0,0.0,2.0,6.0,0.0,3.0,1.0
2.0,0.0,3.0,4.0,0.0,3.0,1.0
2.0,0.0,4.0,4.0,0.0,3.0,1.0
2.0,0.0,5.0,4.0,0.0,3.0,1.0
2.0,0.0,6.0,5.0,0.0,3.0,1.0
2.0,0.0,7.0,5.0,0.0,3.0,1.0
2.0,0.0,8.0,6.0,0.0,3.0,1.0
2.0,0.0,9.0,6.0,0.0,3.0,1.0
2.0,0.0,10.0,5.0,0.0,3.0,1.0
2.0,0.0,11.0,4.0,0.0,3.0,1.0
2.0,0.0,12.0,3.0,0.0,3.0,1.0
2.0,0.0,13.0,4.0,0.0,3.0,1.0
2.0,0.0,14.0,6.0,0.0,3.0,1.0
2.0,0.0,15.0,5.0,0.0,3.0,1.0
2.0,0.0,16.0,3.0,0.0,3.0,1.0
2.0,0.0,17.0,5.0,0.0,3.0,1.0
2.0,0.0,18.0,4.0,0.0,3.0,1.0
2.0,0.0,19.0,4.0,0.0,3.0,1.0
3.0,0.0,0.0,5.0,0.0,3.0,1.0
3.0,0.0,1.0,4.0,0.0,3.0,1.0
3.0,0.0,2.0,8.0,0.0,3.0,1.0
3.0,0.0,3.0,6.0,0.0,3.0,1.0
3.0,0.0,4.0,5.0,0.0,3.0,1.0
3.0,0.0,5.0,4.0,0.0,3.0,1.0
3.0,0.0,6.0,8.0,0.0,3.0,1.0
3.0,0.0,7.0,4.0,0.0,3.0,1.0
3.0,0.0,8.0,4.0,0.0,3.0,1.0
3.0,0.0,9.0,3.0,0.0,3.0,1.0
3.0,0.0,10.0,5.0,0.0,3.0,1.0
3.0,0.0,11.0,12.0,0.0,3.0,1.0
3.0,0.0,12.0,4.0,0.0,3.0,1.0
3.0,0.0,13.0,5.0,0.0,3.0,1.0
3.0,0.0,14.0,4.0,0.0,3.0,1.0
3.0,0.0,15.0,3.0,0.0,3.0,1.0
3.0,0.0,16.0,4.0,0.0,3.0,1.0
3.0,0.0,17.0,4.0,0.0,3.0,1.0
3.0,0.0,18.0,5.0,0.0,3.0,1.0
3.0,0.0,19.0,7.0,0.0,3.0,1.0
4.0,0.0,0.0,5.0,0.0,3.0,1.0
4.0,0.0,1.0,4.0,0.0,3.0,1.0
4.0,0.0,2.0,9.0,0.0,3.0,1.0
4.0,0.0,3.0,4.0,0.0,3.0,1.0
4.0,0.0,4.0,5.0,0.0,3.0,1.0
4.0,0.0,5.0,3.0,0.0,3.0,1.0
4.0,0.0,6.0,4.0,0.0,3.0,1.0
4.0,0.0,7.0,5.0,0.0,3.0,1.0
4.0,0.0,8.0,3.0,0.0,3.0,1.0
4.0,0.0,9.0,3.0,0.0,3.0,1.0
4.0,0.0,10.0,4.0,0.0,3.0,1.0
4.0,0.0,11.0,7.0,0.0,3.0,1.0
4.0,0.0,12.0,4.0,0.0,3.0,1.0
4.0,0.0,13.0,4.0,0.0,3.0,1.0
4.0,0.0,14.0,3.0,0.0,3.0,1.0
4.0,0.0,15.0,4.0,0.0,3.0,1.0
4.0,0.0,16.0,4.0,0.0,3.0,1.0
4.0,0.0,17.0,4.0,0.0,3.0,1.0
4.0,0.0,18.0,6.0,0.0,3.0,1.0
4.0,0.0,19.0,4.0,0.0,3.0,1.0
0.0,0.0,0.0,205.0,0.0,5.0,2.0
0.0,0.0,1.0,37.0,0.0,5.0,2.0
0.0,0.0,2.0,31.0,0.0,5.0,2.0
0.0,0.0,3.0,28.0,0.0,5.0,2.0
0.0,0.0,4.0,29.0,0.0,5.0,2.0
0.0,0.0,5.0,22.0,0.0,5.0,2.0
0.0,0.0,6.0,28.0,0.0,5.0,2.0
0.0,0.0,7.0,20.0,0.0,5.0,2.0
0.0,0.0,8.0,19.0,0.0,5.0,2.0
0.0,0.0,9.0,18.0,0.0,5.0,2.0
0.0,0.0,10.0,21.0,0.0,5.0,2.0
0.0,0.0,11.0,19.0,0.0,5.0,2.0
0.0,0.0,12.0,25.0,0.0,5.0,2.0
0.0,0.0,13.0,17.0,0.0,5.0,2.0
0.0,0.0,14.0,22.0,0.0,5.0,2.0
0.0,0.0,15.0,20.0,0.0,5.0,2.0
0.0,0.0,16.0,30.0,0.0,5.0,2.0
0.0,0.0,17.0,16.0,0.0,5.0,2.0
0.0,0.0,18.0,13.0,0.0,5.0,2.0
0.0,0.0,19.0,16.0,0.0,5.0,2.0
1.0,0.0,0.0,14.0,0.0,5.0,2.0
1.0,0.0,1.0,15.0,0.0,5.0,2.0
1.0,0.0,2.0,17.0,0.0,5.0,2.0
1.0,0.0,3.0,15.0,0.0,5.0,2.0
1.0,0.0,4.0,18.0,0.0,5.0,2.0
1.0,0.0,5.0,17.0,0.0,5.0,2.0
1.0,0.0,6.0,15.0,0.0,5.0,2.0
1.0,0.0,7.0,12.0,0.0,5.0,2.0
1.0,0.0,8.0,17.0,0.0,5.0,2.0
1.0,0.0,9.0,13.0,0.0,5.0,2.0
1.0,0.0,10.0,12.0,0.0,5.0,2.0
1.0,0.0,11.0,15.0,0.0,5.0,2.0
1.0,0.0,12.0,16.0,0.0,5.0,2.0
1.0,0.0,13.0,14.0,0.0,5.0,2.0
1.0,0.0,14.0,11.0,0.0,5.0,2.0
1.0,0.0,15.0,15.0,0.0,5.0,2.0
1.0,0.0,16.0,14.0,0.0,5.0,2.0
1.0,0.0,17.0,13.0,0.0,5.0,2.0
1.0,0.0,18.0,11.0,0.0,5.0,2.0
1.0,0.0,19.0,15.0,0.0,5.0,2.0
2.0,0.0,0.0,14.0,0.0,5.0,2.0
2.0,0.0,1.0,11.0,0.0,5.0,2.0
2.0,0.0,2.0,27.0,0.0,5.0,2.0
2.0,0.0,3.0,13.0,0.0,5.0,2.0
2.0,0.0,4.0,11.0,0.0,5.0,2.0
2.0,0.0,5.0,14.0,0.0,5.0,2.0
2.0,0.0,6.0,13.0,0.0,5.0,2.0
2.0,0.0,7.0,12.0,0.0,5.0,2.0
2.0,0.0,8.0,15.0,0.0,5.0,2.0
2.0,0.0,9.0,13.0,0.0,5.0,2.0
2.0,0.0,10.0,12.0,0.0,5.0,2.0
2.0,0.0,11.0,13.0,0.0,5.0,2.0
2.0,0.0,12.0,15.0,0.0,5.0,2.0
2.0,0.0,13.0,17.0,0.0,5.0,2.0
2.0,0.0,14.0,14.0,0.0,5.0,2.0
2.0,0.0,15.0,15.0,0.0,5.0,2.0
2.0,0.0,16.0,15.0,0.0,5.0,2.0
2.0,0.0,17.0,14.0,0.0,5.0,2.0
2.0,0.0,18.0,12.0,0.0,5.0,2.0
2.0,0.0,19.0,11.0,0.0,5.0,2.0
3.0,0.0,0.0,14.0,0.0,5.0,2.0
3.0,0.0,1.0,12.0,0.0,5.0,2.0
3.0,0.0,2.0,13.0,0.0,5.0,2.0
3.0,0.0,3.0,12.0,0.0,5.0,2.0
3.0,0.0,4.0,12.0,0.0,5.0,2.0
3.0,0.0,5.0,8.0,0.0,5.0,2.0
3.0,0.0,6.0,12.0,0.0,5.0,2.0
3.0,0.0,7.0,12.0,0.0,5.0,2.0
3.0,0.0,8.0,13.0,0.0,5.0,2.0
3.0,0.0,9.0,12.0,0.0,5.0,2.0
3.0,0.0,10.0,12.0,0.0,5.0,2.0
3.0,0.0,11.0,12.0,0.0,5.0,2.0
3.0,0.0,12.0,11.0,0.0,5.0,2.0
3.0,0.0,13.0,14.0,0.0,5.0,2.0
3.0,0.0,14.0,12.0,0.0,5.0,2.0
3.0,0.0,15.0,11.0,0.0,5.0,2.0
3.0,0.0,16.0,14.0,0.0,5.0,2.0
3.0,0.0,17.0,14.0,0.0,5.0,2.0
3.0,0.0,18.0,10.0,0.0,5.0,2.0
3.0,0.0,19.0,13.0,0.0,5.0,2.0
4.0,0.0,0.0,10.0,0.0,5.0,2.0
4.0,0.0,1.0,13.0,0.0,5.0,2.0
4.0,0.0,2.0,14.0,0.0,5.0,2.0
4.0,0.0,3.0,14.0,0.0,5.0,2.0
4.0,0.0,4.0,10.0,0.0,5.0,2.0
4.0,0.0,5.0,14.0,0.0,5.0,2.0
4.0,0.0,6.0,12.0,0.0,5.0,2.0
4.0,0.0,7.0,10.0,0.0,5.0,2.0
4.0,0.0,8.0,12.0,0.0,5.0,2.0
4.0,0.0,9.0,13.0,0.0,5.0,2.0
4.0,0.0,10.0,12.0,0.0,5.0,2.0
4.0,0.0,11.0,14.0,0.0,5.0,2.0
4.0,0.0,12.0,14.0,0.0,5.0,2.0
4.0,0.0,13.0,10.0,0.0,5.0,2.0
4.0,0.0,14.0,13.0,0.0,5.0,2.0
4.0,0.0,15.0,11.0,0.0,5.0,2.0
4.0,0.0,16.0,12.0,0.0,5.0,2.0
4.0,0.0,17.0,11.0,0.0,5.0,2.0
4.0,0.0,18.0,12.0,0.0,5.0,2.0
4.0,0.0,19.0,13.0,0.0,5.0,2.0
0.0,0.0,0.0,277.0,0.0,7.0,3.0
0.0,0.0,1.0,75.0,0.0,7.0,3.0
0.0,0.0,2.0,79.0,0.0,7.0,3.0
0.0,0.0,3.0,59.0,0.0,7.0,3.0
0.0,0.0,4.0,58.0,0.0,7.0,3.0
0.0,0.0,5.0,64.0,0.0,7.0,3.0
0.0,0.0,6.0,71.0,0.0,7.0,3.0
0.0,0.0,7.0,56.0,0.0,7.0,3.0
0.0,0.0,8.0,52.0,0.0,7.0,3.0
0.0,0.0,9.0,59.0,0.0,7.0,3.0
0.0,0.0,10.0,53.0,0.0,7.0,3.0
0.0,0.0,11.0,49.0,0.0,7.0,3.0
0.0,0.0,12.0,54.0,0.0,7.0,3.0
0.0,0.0,13.0,49.0,0.0,7.0,3.0
0.0,0.0,14.0,53.0,0.0,7.0,3.0
0.0,0.0,15.0,44.0,0.0,7.0,3.0
0.0,0.0,16.0,52.0,0.0,7.0,3.0
0.0,0.0,17.0,53.0,0.0,7.0,3.0
0.0,0.0,18.0,88.0,0.0,7.0,3.0
0.0,0.0,19.0,53.0,0.0,7.0,3.0
1.0,0.0,0.0,51.0,0.0,7.0,3.0
1.0,0.0,1.0,51.0,0.0,7.0,3.0
1.0,0.0,2.0,50.0,0.0,7.0,3.0
1.0,0.0,3.0,46.0,0.0,7.0,3.0
1.0,0.0,4.0,42.0,0.0,7.0,3.0
1.0,0.0,5.0,44.0,0.0,7.0,3.0
1.0,0.0,6.0,46.0,0.0,7.0,3.0
1.0,0.0,7.0,51.0,0.0,7.0,3.0
1.0,0.0,8.0,86.0,0.0,7.0,3.0
1.0,0.0,9.0,51.0,0.0,7.0,3.0
1.0,0.0,10.0,54.0,0.0,7.0,3.0
1.0,0.0,11.0,49.0,0.0,7.0,3.0
1.0,0.0,12.0,52.0,0.0,7.0,3.0
1.0,0.0,13.0,57.0,0.0,7.0,3.0
1.0,0.0,14.0,62.0,0.0,7.0,3.0
1.0,0.0,15.0,60.0,0.0,7.0,3.0
1.0,0.0,16.0,95.0,0.0,7.0,3.0
1.0,0.0,17.0,59.0,0.0,7.0,3.0
1.0,0.0,18.0,58.0,0.0,7.0,3.0
1.0,0.0,19.0,69.0,0.0,7.0,3.0
2.0,0.0,0.0,95.0,0.0,8.0,3.0
2.0,0.0,1.0,47.0,0.0,8.0,3.0
2.0,0.0,2.0,41.0,0.0,8.0,3.0
2.0,0.0,3.0,40.0,0.0,8.0,3.0
2.0,0.0,4.0,48.0,0.0,8.0,3.0
2.0,0.0,5.0,31.0,0.0,8.0,3.0
2.0,0.0,6.0,48.0,0.0,8.0,3.0
2.0,0.0,7.0,61.0,0.0,8.0,3.0
2.0,0.0,8.0,33.0,0.0,8.0,3.0
2.0,0.0,9.0,42.0,0.0,8.0,3.0
2.0,0.0,10.0,50.0,0.0,8.0,3.0
2.0,0.0,11.0,40.0,0.0,8.0,3.0
2.0,0.0,12.0,40.0,0.0,8.0,3.0
2.0,0.0,13.0,39.0,0.0,8.0,3.0
2.0,0.0,14.0,62.0,0.0,8.0,3.0
2.0,0.0,15.0,66.0,0.0,8.0,3.0
2.0,0.0,16.0,42.0,0.0,8.0,3.0
2.0,0.0,17.0,35.0,0.0,8.0,3.0
2.0,0.0,18.0,35.0,0.0,8.0,3.0
2.0,0.0,19.0,36.0,0.0,8.0,3.0
3.0,0.0,0.0,42.0,0.0,6.0,3.0
3.0,0.0,1.0,42.0,0.0,6.0,3.0
3.0,0.0,2.0,45.0,0.0,6.0,3.0
3.0,0.0,3.0,44.0,0.0,6.0,3.0
3.0,0.0,4.0,48.0,0.0,6.0,3.0
3.0,0.0,5.0,42.0,0.0,6.0,3.0
3.0,0.0,6.0,40.0,0.0,6.0,3.0
3.0,0.0,7.0,47.0,0.0,6.0,3.0
3.0,0.0,8.0,42.0,0.0,6.0,3.0
3.0,0.0,9.0,38.0,0.0,6.0,3.0
3.0,0.0,10.0,37.0,0.0,6.0,3.0
3.0,0.0,11.0,40.0,0.0,6.0,3.0
3.0,0.0,12.0,63.0,0.0,6.0,3.0
3.0,0.0,13.0,67.0,0.0,6.0,3.0
3.0,0.0,14.0,36.0,0.0,6.0,3.0
3.0,0.0,15.0,38.0,0.0,6.0,3.0
3.0,0.0,16.0,48.0,0.0,6.0,3.0
3.0,0.0,17.0,31.0,0.0,6.0,3.0
3.0,0.0,18.0,34.0,0.0,6.0,3.0
3.0,0.0,19.0,44.0,0.0,6.0,3.0
4.0,0.0,0.0,36.0,0.0,7.0,3.0
4.0,0.0,1.0,34.0,0.0,7.0,3.0
4.0,0.0,2.0,40.0,0.0,7.0,3.0
4.0,0.0,3.0,36.0,0.0,7.0,3.0
4.0,0.0,4.0,38.0,0.0,7.0,3.0
4.0,0.0,5.0,39.0,0.0,7.0,3.0
4.0,0.0,6.0,37.0,0.0,7.0,3.0
4.0,0.0,7.0,38.0,0.0,7.0,3.0
4.0,0.0,8.0,35.0,0.0,7.0,3.0
4.0,0.0,9.0,39.0,0.0,7.0,3.0
4.0,0.0,10.0,36.0,0.0,7.0,3.0
4.0,0.0,11.0,41.0,0.0,7.0,3.0
4.0,0.0,12.0,44.0,0.0,7.0,3.0
4.0,0.0,13.0,43.0,0.0,7.0,3.0
4.0,0.0,14.0,58.0,0.0,7.0,3.0
4.0,0.0,15.0,72.0,0.0,7.0,3.0
4.0,0.0,16.0,59.0,0.0,7.0,3.0
4.0,0.0,17.0,29.0,0.0,7.0,3.0
4.0,0.0,18.0,42.0,0.0,7.0,3.0
4.0,0.0,19.0,30.0,0.0,7.0,3.0
0.0,0.0,0.0,542.0,0.0,8.0,4.0
0.0,0.0,1.0,229.0,0.0,8.0,4.0
0.0,0.0,2.0,208.0,0.0,8.0,4.0
0.0,0.0,3.0,189.0,0.0,8.0,4.0
0.0,0.0,4.0,199.0,0.0,8.0,4.0
0.0,0.0,5.0,180.0,0.0,8.0,4.0
0.0,0.0,6.0,216.0,0.0,8.0,4.0
0.0,0.0,7.0,166.0,0.0,8.0,4.0
0.0,0.0,8.0,182.0,0.0,8.0,4.0
0.0,0.0,9.0,139.0,0.0,8.0,4.0
0.0,0.0,10.0,146.0,0.0,8.0,4.0
0.0,0.0,11.0,184.0,0.0,8.0,4.0
0.0,0.0,12.0,134.0,0.0,8.0,4.0
0.0,0.0,13.0,162.0,0.0,8.0,4.0
0.0,0.0,14.0,136.0,0.0,8.0,4.0
0.0,0.0,15.0,160.0,0.0,8.0,4.0
0.0,0.0,16.0,179.0,0.0,8.0,4.0
0.0,0.0,17.0,147.0,0.0,8.0,4.0
0.0,0.0,18.0,132.0,0.0,8.0,4.0
0.0,0.0,19.0,184.0,0.0,8.0,4.0
1.0,0.0,0.0,138.0,0.0,10.0,4.0
1.0,0.0,1.0,173.0,0.0,10.0,4.0
1.0,0.0,2.0,140.0,0.0,10.0,4.0
1.0,0.0,3.0,141.0,0.0,10.0,4.0
1.0,0.0,4.0,207.0,0.0,10.0,4.0
1.0,0.0,5.0,138.0,0.0,10.0,4.0
1.0,0.0,6.0,133.0,0.0,10.0,4.0
1.0,0.0,7.0,134.0,0.0,10.0,4.0
1.0,0.0,8.0,138.0,0.0,10.0,4.0
1.0,0.0,9.0,129.0,0.0,10.0,4.0
1.0,0.0,10.0,267.0,0.0,10.0,4.0
1.0,0.0,11.0,176.0,0.0,10.0,4.0
1.0,0.0,12.0,149.0,0.0,10.0,4.0
1.0,0.0,13.0,132.0,0.0,10.0,4.0
1.0,0.0,14.0,142.0,0.0,10.0,4.0
1.0,0.0,15.0,134.0,0.0,10.0,4.0
1.0,0.0,16.0,152.0,0.0,10.0,4.0
1.0,0.0,17.0,162.0,0.0,10.0,4.0
1.0,0.0,18.0,135.0,0.0,10.0,4.0
1.0,0.0,19.0,125.0,0.0,10.0,4.0
2.0,0.0,0.0,124.0,0.0,9.0,4.0
2.0,0.0,1.0,123.0,0.0,9.0,4.0
2.0,0.0,2.0,122.0,0.0,9.0,4.0
2.0,0.0,3.0,127.0,0.0,9.0,4.0
2.0,0.0,4.0,126.0,0.0,9.0,4.0
2.0,0.0,5.0,151.0,0.0,9.0,4.0
2.0,0.0,6.0,130.0,0.0,9.0,4.0
2.0,0.0,7.0,141.0,0.0,9.0,4.0
2.0,0.0,8.0,131.0,0.0,9.0,4.0
2.0,0.0,9.0,139.0,0.0,9.0,4.0
2.0,0.0,10.0,135.0,0.0,9.0,4.0
2.0,0.0,11.0,125.0,0.0,9.0,4.0
2.0,0.0,12.0,125.0,0.0,9.0,4.0
2.0,0.0,13.0,130.0,0.0,9.0,4.0
2.0,0.0,14.0,125.0,0.0,9.0,4.0
2.0,0.0,15.0,124.0,0.0,9.0,4.0
2.0,0.0,16.0,129.0,0.0,9.0,4.0
2.0,0.0,17.0,121.0,0.0,9.0,4.0
2.0,0.0,18.0,122.0,0.0,9.0,4.0
2.0,0.0,19.0,120.0,0.0,9.0,4.0
3.0,0.0,0.0,132.0,0.0,8.0,4.0
3.0,0.0,1.0,135.0,0.0,8.0,4.0
3.0,0.0,2.0,133.0,0.0,8.0,4.0
3.0,0.0,3.0,130.0,1.0,8.0,4.0
3.0,0.0,4.0,128.0,0.0,8.0,4.0
3.0,0.0,5.0,120.0,0.0,8.0,4.0
3.0,0.0,6.0,121.0,0.0,8.0,4.0
3.0,0.0,7.0,120.0,0.0,8.0,4.0
3.0,0.0,8.0,119.0,0.0,8.0,4.0
3.0,0.0,9.0,123.0,0.0,8.0,4.0
3.0,0.0,10.0,185.0,0.0,8.0,4.0
3.0,0.0,11.0,154.0,0.0,8.0,4.0
3.0,0.0,12.0,133.0,0.0,8.0,4.0
3.0,0.0,13.0,122.0,0.0,8.0,4.0
3.0,0.0,14.0,118.0,0.0,8.0,4.0
3.0,0.0,15.0,130.0,0.0,8.0,4.0
3.0,0.0,16.0,125.0,0.0,8.0,4.0
3.0,0.0,17.0,121.0,0.0,8.0,4.0
3.0,0.0,18.0,128.0,0.0,8.0,4.0
3.0,0.0,19.0,123.0,0.0,8.0,4.0
4.0,0.0,0.0,127.0,0.0,11.0,4.0
4.0,0.0,1.0,141.0,0.0,11.0,4.0
4.0,0.0,2.0,131.0,0.0,11.0,4.0
4.0,0.0,3.0,131.0,0.0,11.0,4.0
4.0,0.0,4.0,123.0,0.0,11.0,4.0
4.0,0.0,5.0,119.0,0.0,11.0,4.0
4.0,0.0,6.0,122.0,0.0,11.0,4.0
4.0,0.0,7.0,123.0,0.0,11.0,4.0
4.0,0.0,8.0,122.0,0.0,11.0,4.0
4.0,0.0,9.0,125.0,0.0,11.0,4.0
4.0,0.0,10.0,125.0,0.0,11.0,4.0
4.0,0.0,11.0,132.0,0.0,11.0,4.0
4.0,0.0,12.0,131.0,0.0,11.0,4.0
4.0,0.0,13.0,125.0,0.0,11.0,4.0
4.0,0.0,14.0,121.0,0.0,11.0,4.0
4.0,0.0,15.0,131.0,0.0,11.0,4.0
4.0,0.0,16.0,126.0,0.0,11.0,4.0
4.0,0.0,17.0,131.0,0.0,11.0,4.0
4.0,0.0,18.0,127.0,0.0,11.0,4.0
4.0,0.0,19.0,119.0,0.0,11.0,4.0
0.0,0.0,0.0,1233.0,0.0,10.0,5.0
0.0,0.0,1.0,989.0,0.0,10.0,5.0
0.0,0.0,2.0,913.0,0.0,10.0,5.0
0.0,0.0,3.0,806.0,0.0,10.0,5.0
0.0,0.0,4.0,669.0,0.0,10.0,5.0
0.0,0.0,5.0,665.0,0.0,10.0,5.0
0.0,0.0,6.0,714.0,0.0,10.0,5.0
0.0,0.0,7.0,684.0,0.0,10.0,5.0
0.0,0.0,8.0,672.0,0.0,10.0,5.0
0.0,0.0,9.0,598.0,0.0,10.0,5.0
0.0,0.0,10.0,610.0,0.0,10.0,5.0
0.0,0.0,11.0,664.0,0.0,10.0,5.0
0.0,0.0,12.0,600.0,0.0,10.0,5.0
0.0,0.0,13.0,601.0,0.0,10.0,5.0
0.0,0.0,14.0,613.0,0.0,10.0,5.0
0.0,0.0,15.0,623.0,0.0,10.0,5.0
0.0,0.0,16.0,607.0,0.0,10.0,5.0
0.0,0.0,17.0,613.0,0.0,10.0,5.0
0.0,0.0,18.0,602.0,0.0,10.0,5.0
0.0,0.0,19.0,642.0,0.0,10.0,5.0
1.0,0.0,0.0,629.0,0.0,10.0,5.0
1.0,0.0,1.0,623.0,0.0,10.0,5.0
1.0,0.0,2.0,639.0,0.0,10.0,5.0
1.0,0.0,3.0,628.0,0.0,10.0,5.0
1.0,0.0,4.0,627.0,0.0,10.0,5.0
1.0,0.0,5.0,629.0,0.0,10.0,5.0
1.0,0.0,6.0,688.0,0.0,10.0,5.0
1.0,0.0,7.0,627.0,0.0,10.0,5.0
1.0,0.0,8.0,632.0,0.0,10.0,5.0
1.0,0.0,9.0,630.0,0.0,10.0,5.0
1.0,0.0,10.0,633.0,0.0,10.0,5.0
1.0,0.0,11.0,636.0,0.0,10.0,5.0
1.0,0.0,12.0,643.0,0.0,10.0,5.0
1.0,0.0,13.0,672.0,1.0,10.0,5.0
1.0,0.0,14.0,618.0,0.0,10.0,5.0
1.0,0.0,15.0,781.0,0.0,10.0,5.0
1.0,0.0,16.0,785.0,0.0,10.0,5.0
1.0,0.0,17.0,627.0,0.0,10.0,5.0
1.0,0.0,18.0,685.0,0.0,10.0,5.0
1.0,0.0,19.0,629.0,0.0,10.0,5.0
2.0,0.0,0.0,676.0,0.0,9.0,5.0
2.0,0.0,1.0,603.0,0.0,9.0,5.0
2.0,0.0,2.0,612.0,0.0,9.0,5.0
2.0,0.0,3.0,604.0,0.0,9.0,5.0
2.0,0.0,4.0,658.0,0.0,9.0,5.0
2.0,0.0,5.0,614.0,0.0,9.0,5.0
2.0,0.0,6.0,613.0,1.0,9.0,5.0
2.0,0.0,7.0,598.0,0.0,9.0,5.0
2.0,0.0,8.0,607.0,0.0,9.0,5.0
2.0,0.0,9.0,637.0,0.0,9.0,5.0
2.0,0.0,10.0,609.0,0.0,9.0,5.0
2.0,0.0,11.0,604.0,0.0,9.0,5.0
2.0,0.0,12.0,611.0,0.0,9.0,5.0
2.0,0.0,13.0,603.0,0.0,9.0,5.0
2.0,0.0,14.0,620.0,0.0,9.0,5.0
2.0,0.0,15.0,604.0,0.0,9.0,5.0
2.0,0.0,16.0,602.0,0.0,9.0,5.0
2.0,0.0,17.0,591.0,0.0,9.0,5.0
2.0,0.0,18.0,607.0,0.0,9.0,5.0
2.0,0.0,19.0,610.0,0.0,9.0,5.0
3.0,0.0,0.0,708.0,0.0,12.0,5.0
3.0,0.0,1.0,614.0,0.0,12.0,5.0
3.0,0.0,2.0,636.0,0.0,12.0,5.0
3.0,0.0,3.0,626.0,1.0,12.0,5.0
3.0,0.0,4.0,642.0,0.0,12.0,5.0
3.0,0.0,5.0,645.0,0.0,12.0,5.0
3.0,0.0,6.0,628.0,0.0,12.0,5.0
3.0,0.0,7.0,635.0,0.0,12.0,5.0
3.0,0.0,8.0,637.0,0.0,12.0,5.0
3.0,0.0,9.0,678.0,0.0,12.0,5.0
3.0,0.0,10.0,636.0,0.0,12.0,5.0
3.0,0.0,11.0,625.0,0.0,12.0,5.0
3.0,0.0,12.0,639.0,0.0,12.0,5.0
3.0,0.0,13.0,631.0,0.0,12.0,5.0
3.0,0.0,14.0,643.0,0.0,12.0,5.0
3.0,0.0,15.0,633.0,0.0,12.0,5.0
3.0,0.0,16.0,657.0,0.0,12.0,5.0
3.0,0.0,17.0,635.0,0.0,12.0,5.0
3.0,0.0,18.0,640.0,0.0,12.0,5.0
3.0,0.0,19.0,662.0,0.0,12.0,5.0
4.0,0.0,0.0,658.0,0.0,13.0,5.0
4.0,0.0,1.0,631.0,0.0,13.0,5.0
4.0,0.0,2.0,641.0,0.0,13.0,5.0
4.0,0.0,3.0,642.0,0.0,13.0,5.0
4.0,0.0,4.0,641.0,0.0,13.0,5.0
4.0,0.0,5.0,629.0,0.0,13.0,5.0
4.0,0.0,6.0,664.0,0.0,13.0,5.0
4.0,0.0,7.0,627.0,0.0,13.0,5.0
4.0,0.0,8.0,687.0,0.0,13.0,5.0
4.0,0.0,9.0,632.0,0.0,13.0,5.0
4.0,0.0,10.0,649.0,0.0,13.0,5.0
4.0,0.0,11.0,668.0,0.0,13.0,5.0
4.0,0.0,12.0,646.0,0.0,13.0,5.0
4.0,0.0,13.0,638.0,0.0,13.0,5.0
4.0,0.0,14.0,641.0,0.0,13.0,5.0
4.0,0.0,15.0,648.0,0.0,13.0,5.0
4.0,0.0,16.0,678.0,0.0,13.0,5.0
